cio	(congress of industrial organization) kongres organisasi industri
concurrence	kb. persetujuan.
concurrent	ks. yang terjadi bersama-sama, yang berbarengan. -concurrently kk. bersamaan, berbarengan. the two programs ran c. kedua program itu diadakan bersamaan.
concussion	kb. gegar(an). brain c. gegar(an) otak. the c. shattered a number of windows gegaran itu meremukkan sejumlah jendela.
condemn	kkt. 1 menghukum, menyalahkan. 2 mengapkir. 3 mengutuk. 4 menyalahkan.
condemnation	kb. 1 penghukuman. 2 pengapkiran. c. proceedings against slum housing proses pengapkiran terhadap perumahan jembel.
condensation	kb. 1 kondensasi, pengembunan. c. of vapor kondensasi uap. 2 penyingkatan. c. of a novel penyingkatan sebuah roman.
condense	kkt. menyingkatkan. to c. an easay menyingkatkan karangan. -kki. memadat, menjadi padat, mengembun. -condensed ks. 1 kental. c. milk susu kental. 2 ringkas.
condenser	kb. 1 kondensor, alat penerima dan penyimpan strom listerik. 2 kondensor, alat perubah gas menjadi zat cair. 3 orang yang mempersingkat.
condescend	kki. berkenan merendahkan diri. -condescending ks. rendah diri, bersifat merendahkan diri.
condescension	kb. sikap merendahkan diri.
condiment	kb. bumbu, rempah-rempah.
condition	kb. kondisi, keadaan. to be in good c. dalam keadaan baik. -kkt. 1 memelihara. 2 mempersiapkan. conditioned reflex refleks yang sudah menjadi kebiasaan, refleks yang dipelajari.
conditional	ks. bersyarat. c. surrender penyerahan bersyarat. c. on tergantung pada. gram.: c. mood bentuk pengandaian.
condole	kki. menyatakan belasungkawa, turut berduka cita. we condoled with him over the loss of his brother kami turut berduka cita atas kematian saudaranya.
condolence	kb. belasungkawa, pernyataan simpati turut berduka cita.
condom	kb. kondom, kapocis, sarung.
condominium	kb. 1 negeri/daerah yang dikuasai bersama. 2 (building) flat yang diperlakukan sebagai milik tersendiri.
condone	kkt. memaafkan, mengampuni. it is impossible to c. his actions mustahil untuk memaafkan tindakannya.
conduce	kki. menimbulkan, mengakibatkan. warmth conduces to drowsiness udara panas menimbulkan rasa kantuk
conducive	ks. mendatangkan, menghasilkan, mengakibatkan. exercise is c. to good health latihan mendatangkan kesehatan yang baik.
conduct	kb. tingkah laku, kelakuan. -kkt. 1 memimpin (an orchestra, church service, negotiations). 2 mengadakan, memimpin. -kki. memimpin. -conducting kb. memimpin.
conductible	ks. 1 dapat menyalurkan/mengalirkan. 2 dapat dikendalikan/dipimpin.
conduction	kb. (peng) antaraan, konduksi.
conductivity	kb. daya konduksi.
conduit	kb. saluran, pipa penyalur. cable c. kabel listrik.
conduktor	kb. 1 mus.: pemimpin orkes. tour c. pemimpin pariwisata. 2 rr.: kondektur kereta api. 3 alat konduktor/penerus. rubber is not a c. of electicity karet bukanlah konduktor arus listrik.
cone	kb. 1 math.: kerucut. 2 basung, contong. 3 horen. ice cream c. horen eskrim, es horen. pine c. buah (pohon) cemara.
conerse	kki. berbicara, ngobrol, bercakap - cakap. we conversed for more than an hour kami bercakap-cakap lebih dari satu jam.
confab	kb. inf.: omongan, obrolan.
confection	kb. 1 (candy) manisan, gula-gula. 2 konfeksi, pakaian konfeksi, pakaian jadi (untuk wanita).
confectioner	kb. penjual/pembuat gula-gula, kue dsb. confectioner's sugar gula tepung (lambang : xxxx).
confectionery	kb. (j. -ties) 1 tempat penjualan gula-gula. 2 perusahaan atau toko yang membuat gula-gula.
confederacy	kb. (j. -ties) 1 konfederasi. 2 persekongkolan, persekutuan.
confederate	kb. sekongkol, sekutu.
confederation	kb. konfederasi, persekongkolan, persekutuan. c. of state persekutuan negara-negara.
confer	kkt. (conferred) 1 menganugerahkan 2 berbuat, memberi. -kki. berunding. to c. several days berunding selama beberapa hari.
conferee	kb. peserta konperensi.
conference	kb. 1 konferensi, kongres. press c. konperensi pers. 2 pertemuan. to have a c. with the president mengadakan pertemuan dengan presiden.
conferment	kb. pemberian, penganugerahan.
confess	kkt. mengakui. to c. o's sins mengakui dosa-dosanya. -kki mengaku(i). -confessed ks. yang telah mengaku.
confession	kb. pengakuan. c. of faith pengakuan iman, syahadat. to go to c. melakukan pengakuan (berbuat dosa).
confessor	kb. 1 penerima pengakuan dosa. 2 pengaku iman. c. of the faith penganut agama keyakinan.
confetti	kb., j. konfeti (guntingan kertas berwarna yang dihamburkan pada waktu pesta).
confidant	kb. orang kepercayaan, teman karib. he was the c. of several presidents ia orang kepercayaan beberapa presiden.
confidante	kb. wanita kepercayaan.
confide	kkt. menceritakan sebagai rahasia mempercayakan. -kki. menceritakan rahasianya. he never confides in his father tak pernah ia menceritakan rahasianya kepada ayahnya.
confidence	kb. kepercayaan. in (strict) c. sangat rahasia, dengan rahasia, dibawah empat mata. c. game penipuan oleh seorang. c. man penipu yang membujuk korbannya supaya menaruh kepercayaan padanya.
confident	ks. yakin, pasti. i am c. they will go saya yakin bahwa mereka akan pergi.
confidential	ks. rahasia. c. report laporan rahasia. -confidentially kk. antara kita sama kita, dibawah empat mata.
configuration	kb. bentuk, susunan. the c. of the earth's surface bentuk permukaan bumi.
confine	kb. confines j. batas-batas, perbatasan. -kkt. 1 mengurung, menahan. 2 membatasi. to be confined melahirkan. -confining ks. yang mengikat. office work is very c. pekerjaan kantor sangat mengikat.
confinement	kb. 1 kurungan. he was in c. for robbery ia dalam kurungan karena perampokan. 2 persalinan. she was in c. and unable to attend ia melahirkan dan tak dapat hadir.
confirm	kkt. 1 menegaskan. 2memperkuat. 3 membaptiskan. -confirmed ks. yang ngotot, tetap..
confirmation	kb. penegasan, pengesahan. i want to reserve a room ; please send c. saya mau memesan kamar ; harap kirim penegasan. this news item is subject to c. kabar ini masih memerlukan pengesahan.
confiscate	kkt. 1 menyita (a car, etc). 2 mengambil-alih. to c. a firm's property mengambil milik perusahaan.
confiscation	kb. penyitaan, pengambil alih.
confiscatory	ks. bersifat penyitaan, pensitaan. c. taxes pajak pensitaan.
conflagration	kb. kebakaran besar, lautan api.
conflict	kb. percekcokan, konflik, perselisihan, pertentangan. -kki. bertentangan. -conflicting ks. yang bertentangan.
confluence	kb. pertemuan. the c. of two rivers pertemuan dua sungai.
conform	kki. 1 menyesuaikan diri, mencocokkan diri. 2 sesuai dengan, memenuhi.
conformist	kb., ks. konformis.
conformity	kb. (j. -ties) persesuaian, kecocokan. in c. with your instructions... sesuai dengan instruksi saudara...
confound	kkt. membaurkan, mengacauakan. -confounded ks. luar biasa, jahanam, terkutuk.
confrere	kb. kawan sekerja, teman.
confront	kkt. 1 berhadapan muka, menghadapi. to c. o's accuser berhadapan muka dengan penuduhnya. 2 menghadapkan. i was confronted with a serious problem saya dihadapkan pada masalah yang berat.
confrontation	kb. konfrontasi.
confuse	kkt. 1 membingungkan. 2 keliru dengan. -confusing ks. membingungkan.
confusion	kb. 1 kebingungan, kekacauan. the c. is too much for me kebingungan itu terlalu/keterlaluan bagiku. 2 kekacauan.
confute	kkt. menyangkal, membantah. (an argument).
cong.	1(congress) kongres. 2 (congregation) jema'ah.
congeal	kkt. membekukan, mengentalkan. horror congealed his blood kengerian membekukan darahnya. -congealed ks. menjadi beku. c. blood darah yang menjadi beku.
congenial	ks. 1 menyenangkan. c. work pekerjaan yang menyenangkan. 2 cocok. we two are c. kita berdua cocok.
congeniality	kb. kecocokan, keserasian.
congenital	ks. bawaan. c. defect kelainan/cacad yang dibawa lahir.
congeries	kb. tumpukan, timbunan, kumpulan.
congested	ks. padat, ramai sekali. c. streets jalan-jalan yang ramai sekali.
congestion	kb. 1 kongesti. 2 kemacetan. c. at this intersection is serious kemacetan pada persimpangan jalan ini menghawatirkan. nasal c. hidung tersumbat.
conglomerate	kb. kesatuan, kumpulan, gumpalan, kelompok, konglomerat.
conglomeration	kb. peradukan, percampuran, penggumpalan. this dish is a real c. masakan ini betul-betul campur aduk.
congratulate	kkt. mengucapkan selamat. i c. you on your promotion saya mengucapkan selamat atas kenaikan pangkatmu.
congratulation	kb. ucapan selamat. our congratulations to you ! selamat kami ucapkan kepadamu.
congratulatory	ks. berisi atau bersifat ucapan selamat. c. message pesan berisi ucapan selamat.
congregate	kki. berkumpul, berkerumun. a crowd congregated on the street corner orang banyak berkumpul pada pojok jalan.
congregation	kb. 1 rel.: jema'ah. 2 kumpulan manusia.
congress	1 kongres. labor c. kongres buruh. 2 c. perwakilan rakyat as yang terdiri dari senat dan dewan perwakilan rakyat.
congressional	ks. yang berhubungan dengan perwakilan rakyat amerika. c. record ikhtisar parlemen, risalah perundingan parlemen.
congressman	kb. (j. -men). anggota kongres, anggota perwakilan rakyat as (teristimewa dari dpr).
congresswoman	kb. (j. -women). anggota wanita kongres, anggota wanita perwakilan rakyat as (teristimewa dari dpr)
congruence	kb. kesesuaian, kecocokan, harmoni.
congruent	ks. kongruen, sama dan sebangun. c. rectangle segi-empat panjang yang kongruen.
congruity	kb. (j. -ties) = congruence.
congruous	ks. = congruent.
conguer	kkt. 1 menaklikkan, menundukkan. 2 membasmi. 3 mengatasi. 4 merebut (hati). -conguering ks. yang menaklukkan. the c. hero pahlawan penakluk.
congueror.	kb. 1 penakluk, pengalah, pemenang. 2 perebut hati.
conguest	kb. 1 penaklukan. 2 perebutan hati.
conical	ks. berbentuk kerucut/horen.
conifer	kb. kayu atau pohon jarum.
coniferous	ks. termasuk jenis pohon jarum.
conj.	1(conjungction) kata sambung. 2 (conjugation) pentasrifan.
conjectural	ks. bersifat terkaan. my opinion is purely c. pendapat saya bersifat terkaan melulu.
conjecture	kb. terkaan, perkiraan, dugaan. this is a matter of c. ini soal terkaan. ini terkaan belaka. -kki. mengira, menerka. to c. that mengira bahwa.
