cio	(congress of industrial organization) kongres organisasi industri
coition	= coitus.
coitus	kb. persetubuhan, sanggama.
coke	kb. 1 batu karang, kokas. c. oven tungku batu arang, tungku kokas. 2 sl.: c. koka kola.
col.	1 (colonel) kolonel. 2 (college) perguruan tinggi. 3 (collector) pengumpul. 4 (colony) jajahan. 5 (column) lajur, kolom.
cold	kb. 1 dingin. 2 pilek, selesma, masuk angin. -ks. 1 dingin. 2 jauh. 3 tidak tertarik. 4 pingsan. cold-blooded ks. 1 kejam. 2 berdarah dingin. cold-eyed ks. dengan mata dingin. c. war perang dingin.
coldness	kb. kedinginan, keadaan dingin.
coleslaw	kb. selada kol/kubis.
colic	kb. mulas/sakit perut (bayi, hewan).
coliseum	kb. stadion besar.
colitis	kb. radang usus besar.
coll.	(colloquial) (bahasa) percakapan, bahasa sehari-hari.
collaborate	kki. bekerjasama. to c. on a new song bekerjasama dalam menggubah nyanyian baru. to with the enemy bekerjasama dengan musuh.
collaboration	kb. kerjasama, kolaborasi. c. with kerjasama dengan. c. on the dictionary kerjasama dalam pembuatan kamus.
collaborationist	kb. = collaborator 1.
collaborator	kb. 1 kolaborator (dengan musuh), kaki-tangan. 2 teman bekerjasama.
collage	kb. susunan benda-benda dengan potongan-potongan kertas dsb yang ditempelkan pada bidang datar dan merupakan kesatuan karya seni.
collapse	kb. 1 keruntuhan, kerobohan. 2 gagalnya. -kkt. 1 mengempiskan (a lung). 2 melipat (kan). -kki. 1 runtuh, roboh. 2 gagal. 3 jatuh, roboh. 4 kempis. 5 melipat.
collapsible	ks. dapat dilipat. c. boat perahu yang dapat dilipat.
collar	kb. 1 kerah. 2 ban leher (anjing dan kuda). -kkt. 1 inf.: menahan. 2 menangkap. c. stud kancing leher.
collarbone	kb. tulang selangka.
collate	kkt. 1 menyatukan, menyusun, menaklik. 2 memeriksa, membanding-bandingkan.
collateral	kb. jaminan. -ks. 1 tambahan. 2 seketurunan. 3 sejajar, yang mengiringi, yang terjadi bersamaan.
collation	kb. pemeriksaan, pembandingan dengan teliti, penaklikan. c. of manuscripts pembandingan naskah-naskah.
colleague	kb. kolega, teman sejawat/sekerja, rekan.
collect	kkt. 1 mengumpulkan (money, stamps). 2 mengambil, mengangkat. 3 menampung. 4 menagih (a debt). -kki. 1 berkumpul, terkumpul, berkerumun. 2 menggenang. -kk. dibayar sipenerima. -collected ks. 1 tenang. 2 yang berkumpul.
collection	kb. 1 koleksi, kumpulan. 2 pungutan. 3 pengumpulan.
collective	kb. perusahaan tani kolektip, usaha tani kolektip. -ks. 1 bersama. 2 bersama, kolektip. c. noun katabenda yang mempunyai arti majemuk.
collectivization	kb. kolektipisasi, pengkolektipan.
collector	kb. 1 pengumpulan. stamp c. pengumpul perangko. 2 pemungut. that edition is a collecror's stem terbitan itu adalah di simpan untuk seorang pengumpul.
college	kb. 1 perguruan tinggi, universitas. 2 fakultas. electoral c. badan pemilih presiden dan wakil presiden di a.s.
collegian	kb. mahasiswa, mahasiswi.
collegiate	ks. bertautan dengan perguruan tinggi. baseball is a c. sport basball adalah olahraga perguruan tinggi.
collide	kki. 1 bertubrukan, bertabrakan. 2 bertubruk. 3 bentrokan.
collie	kb. semacam anjing berbulu panjang dari skotlandia, terkenal dengan kecerdasannya.
collision	kb. tubrukan, bentrokan, tabrakan. c. course arah yang akan mengakibatkan tubrukan.
collocation	kb. sanding kata.
colloid	kb. koloid (a). c. chemistry ilmu kimia koloida.
colloq.	(colloquial). bahasa sehari-hari.
colloquial	yang berhubungan dengan bahasa percakapan atau bahasa sehari-hari. c. expression ucapan yang dipakai sehari-hari. c. language bahasa percakapan.
colloquialism	kb. perkataan/ucapan sehari-hari.
colloquium	kb. pertemuan/rapat keahlian, seminar.
colloquy	kb. konferensi, seminar, musyawarah.
collusion	kb. sekongkolan, kongkalikong. to act in c. with s.o. bersekongkol dengan seseorang.
colo.	(colorado) negarabagian a.s.
cologne	= eau de cologne.
colon	kb. 1 anat.: usus besar. 2 gram.: (tanda) titik dua.
colonel	kb. kolonel.
colonelcy	kb. (j. -cies) pangkat atau jabatan kolonel.
colonial	kb. seorang kolonial. -ks. 1 penjajahan, kolonial. c. policy politik penjajahan. 2 c. kolonial. c. furniture perabot rumah jaman kolonial inggeris.
colonialism	kb. kolonialisme, penjajahan.
colonialist	kb. penjajah.
colonist	kb. penduduk baru.
colonization	kb. kolonisasi.
colonize	kkt. menjajah, mendiami suatu daerah baru.
colonizer	kb. penjajah, penduduk koloni.
colonnade	kb. barisan tiang yang menopang atap.
colony	kb. (j. -nies) 1 koloni, jajahan. 2 perkampungan. 3 masyarakat. 4 kumpulan.
colophon	kb. tanda penerbit, biasanya ditaruh di halaman terakhir pada buku.
color	kb. 1 warna, rona. 2 corak. -the colors j. bendera. -kkt. 1 memberi warna pada, mewarnai. 2 memberi corak tertentu. color-blind ks. buta warna. -colored ks. 1 berwarna. 2 kulit hitam, berwarna. -coloring kb. warna.
coloration	kb. pewarnaan.
colorbearer	kb. pembawa bendera.
colorfast	ks. tidak/tahan luntur. this shirt is c. kemeja ini tidak luntur.
colorful	ks. bersemangat. he's a c. figure ia seorang yang bersemangat.
colorless	ks. 1 tanpa warna. c. complexion air muka pucat. 2 tak menarik. the story was utterly c. cerita itu sama sekali tak menarik.
colossal	ks. besar sekali, luar biasa besarnya. the novel was a c. success roman itu mendapat sukses yang luar biasa besarnya.
colt	kb. anak kuda jantan. c. revolver pistol colt/kol.
column	kb. 1 kolom, lajur. 2 tiang. 3 karangan. 4 gumpalan seperti tiang. 5 mil.: pasukan. spinal c. tulang punggung. steering c. sumbu/batang setir.
columnist	kb. kolumnis, penulis tetap dari karangan dan artikel khusus dalam surat kabar.
com.	1 (commission) komisi. 2 (committee) komite, panitia.
coma	kb. pingsan yang lama karena penyakit, luka atau keracunan. she lay in a c. for a week ia pingsan selama seminggu.
comatose	ks. pingsan, tidak sadar diri. in a c. state pingsan, dalam keadaan pingsan.
comb	kb. 1 sisir, sikat. 2 balung, jengger (of a cock). -kkt. 1 menyisir. 2 menjelajah. to c. out 1 menyisir. 2 mencari dengan teliti.
combat	kb. pertempuran. c. duty tugas tempur. -kkt. melawan, memberantas to c. illiteracy memberantas buta huruf.
combatant	kb. yang bertempur, pejuang.
combination	kb. kombinasi, gabungan. these colors make a nice c. warna-warna ini baik kombinasinya. c. of the safe kombinasi kunci lemari besi.
combine	kkt. 1 menggabungkan. 2 menyatukan. 3 memiliki. -kki. bergabung. -combined ks. yang bergabung, gabungan.
combo	kb. inf.: sekumpulan orang-orang pemain musik, biasanya lebih kecil daripada ben atau orkes.
combustible	ks. mudah terbakar. c. material bahan yang mudah terbakar.
combustion	kb. pembakaran. c. chamber ruang pembakaran.
comdr.	(commander) 1 letnan kolonel (al). 2 komandan.
comdt.	(commandant) komandan.
come	kki. (came, come) 1 datang. 2 terdapat. 3 menimpa. 4 sampai. 5 tiba, sampai. 6 ayo. -come-hither kb., ks. bujukan untuk datang. come-on kb. inf.: penarik, penggairah. -coming kb. kedatangan.
comeback	kb. 1 inf.: muncul/bermain kembali. the boxer has made a marvelous c. petinju itu muncul kembali dengan gilang-gemilang. 2 sl.: jawaban tajam. he always has a c. for every reply ia selalu pandai menjawab kembali untuk tiap-tiap jawaban.
comedian	kb. 1 pelawak. 2 pemain komidi.
comedienne	kb. 1 pelawak wanita. 2 pemain komidi wanita.
comedown	kb. inf.: kemunduran, kehilangan, kedudukan. this is a real c. after all his previous successes ini adalah benar-benar suatu kemunduran baginya setelah segala kemajuannya yang terdahulu.
comedy	kb. (j. -dies) komidi, komedi.
comeliness	kb. kecantikan, keelokan.
comely	ks. cantik, elok, molek, yang menarik.
comer	kb.: pendatang. that tennis player is a real c. pemain tenis itu benar-benar mempunyai harapan baik.
comestible	kb. bahan pangan, panganan.
comet	kb. bintang berekor/berasap/berkotek/sapu.
comeuppance	kb. inf.: hukuman, pembalasan. when his deed backfired, he got his c. ketika tindakannya merugikan dirinya sendiri itu ia menerima hukumannya.
comfort	kb. 1 kesenangan (hidup). 2 law.: bantuan. c. station kakus umum. -kkt. menghibur. -comforting ks. yang menyenangkan/menenangkan/menghibur. c. words kata-kata yang menghibur.
comfortable	ks. 1 menyenangkan. 2 senang. 3 nyenyak. 4 enak. 5 cukup, lumayan. -comfortably kk. dengan senang.
comforter	kb. 1 selimut dari kapas (for a bed). 2 dot buat bayi untuk menenangkan.
comfy	ks. inf.: enak dipakai. these slippers are c. sandal ini enak dipakai.
comic	kb. pelawak. -comics j. cerita/buku komik. -ks. 1 komik. c. book buku komik. 2 yang bersifat gembira. c. opera opera yang bersifat gembira.
comical	ks. lucu, menggelikan, kocak. his appearance is c. ia lucu kelihatannya.
comity	kb. (j. -ties) rasa/sikap hormat.
comm.	1 (committee) panitia, komite. 2 (commission) komisi.
comma	kb. koma (tanda bacaan).
command	kb. 1 aba-aba. 2 perintah. 3 pimpinan. 4 kekuasaan. 5 komando. 6 titah. to be in c. 1 berkuasa. 2 memegang komando. -kkt. 1 memerintahkan. 2 menguasai. 3 memiliki, mempunyai. 4 mewajarkan. 5 membangkitkan, menuntut.
commandant	kb. komandan.
commandeer	kkt. menyita.
commander	kb. 1 letnan-kolonel (al). 2 komandan. c. of the unit komandan pasukan. commander-in-chief panglima tertinggi.
commandment	kb. firman. the ten commandments sepuluh firman allah.
commando	kb. perajurit penyerang. k.k.o., p.g.t., r.p.k.a.d.
commemorate	kkt. memperingati. to c. the fallen heroes memperingati pahlawan-pahlawan yang gugur.
commemoration	kb. (perayaan) peringatan. this event is in c. of washington's birthday perayaan ini adalah untuk memperingati hari ulang tahun kelahiran washington.
commemorative	ks. peringatan. c. stamp perangko peringatan.
commence	kkt., kki. memulai. the inauguration commenced promptly at 11 a. m. pelantikan mulai tepat pada jam 11 pagi.
commencement	kb. 1 permulaan. c. of the tv program permulaan program tv. 2 acad.: upacara pemberian ijazah (pada sekolah).
commend	kkt. 1 menghargai, memuji. 2 mempercayakan, menitipkan.
commendable	ks. patut dihargai/dipuji. his attitude was c. sikapnya patut dihargai.
commendation	kb. pujian, penghargaan. c. ribbon pita penghargaan.
commendatory	ks. bersifat pujian/penghargaan.
commensurable	ks. sepadan. his size and weight are c. tinggi dan berat badannya sepadan.
commensurate	ks. setaraf, sepadan. his job is not c. with his training pekerjaannya tidak setaraf dengan pendidikannya.
comment	kb. 1 komentar. 2 ulasan. -kki. 1 memberikan komentar/ulasan, mengomentari. 2 mempercakapkan. 3 menguraikan. 4 menyebut.
commentary	kb. (j. -ries) 1 uraian. 2 penjelasan.
commentator	kb. komentator, juru ulas. radio c. juru ulas radio.
commerce	kb. perdagangan, perniagaan. school of c. sekolah perniagaan/dagang. he's engaged in c. ia berniaga/berdagang.
commercial	kb. iklan (di televisi atau di radio). -ks. yang bersifat perniagaan/perdagangan, niaga.
commercialism	kb. cara jiwa perdagangan.
commercialize	kkt. memberi sifat komersil, mengkomersilkan.
commie	kb. inf.: = communist.
commingle	kki. bergaul, bercampur. the two countries commingled nicely in their commercial treaty kedua negeri itu bergaul dengan baik dalam perjanjian perdagangan mereka. -commingling kb. percampuran, pergaulan.
commiserate	kki. menunjukkan rasa simpati, menaruh simpati. he commiserated with me over my loss in the election ia menunjukkan rasa simpati nya kepadaku ketika aku kalah dalam pemilihan itu.
commiseration	kb. perasaan menyesal, rasa simpati.
commissary	kb. (j. -ries) toko sandang pangan di kamp tentara, di kedutaan besar. di perkampungan tambang dsb.
commission	kb. 1 jabatan/pangkat perwira. 2 komisi, panitia. 3 komisi. 4 perbuatan. out of c. 1 rusak. 2 tidak bertugas. -kkt. 1 memesan. 2 mempersiapkan untuk berlayar (a ship). 3 mengangkat. -commissioned ks. yang bertugas.
commissioner	kb. komisaris. police c. komisaris polisi.
commissionership	kb. jabatan komisaris.
commit	kkt. (committed) 1 melakukan. 2 menjalankan, berbuat. 3 memasukkan. 4 mengerjakan (murder, a robbery). to c. to memory menghafal.
commitment	kb. 1 janji. to fulfil o's commitments memenuhi janji-janjinya. 2 tanggung jawab. military c. tanggung jawab militer.
committal	kb. penguburan.
committee	kb. panitia, komite, komisi. standing c. panitia tetap. to be on a c. duduk dalam panitia.
committeeman	kb. (j. -men) anggota panitia.
commode	kb. 1 lemari baju yang berlaci-laci. 2 kamar kecil.
commodious	ks. luas, lapang. this room is c. kamar ini luas.
commodity	kb. (j. -ties) barang (per) dagangan, bahan keperluan. basic c. barang dagangan utama, bahan pokok.
commodore	kb. komodor.
common	kb. keadaan yang biasa. -commons j. ruang makan besar. commons majelis perwakilan rendah. -ks. 1 biasa, lazim. 2 umum. 3 bersama. 4 dangkal, kasar. 5 kasar. common-law ks. yang berhubungan dengan hukum adat atau hukum kasus. -commonly kk. biasa.
commoner	kb. orang biasa/awam, rakyat jelata.
commonplace	kb. yang biasa/lumrah, kejadian sehari-hari. jets are a c. now pesawat jet adalah biasa sekarang.
commonweal	kb. kesejahteraan bersama/umum.
commonwealth	kb. persemakmuran. the british c. persemakmuran inggeris.
commotion	kb. keributan, huru hara, kegemparan.
communal	ks. komunal, yang bertautan atau berhubungan dengan umum. c. land tanah milik bersama/desa.
communalism	kb. cara hidup bersama, perkauman.
commune	kb. komune, kelompok yang hidup bersama.
communicable	ks. 1 yang dapat dipindahkan atau diteruskan. 2 yang dapat menular. c. disease penyakit menular.
communicant	kb. 1 anggota/pengunjung. tetap (dari gereja). 2 pemberi keterangan.
communicate	kkt. menceritakan, menyampaikan. he was able to c. his problem to his boss ia dapat menceritakan persoalannya kepada majikannya. -kki. berhubungan dengan. we can c. easily kita dapat berhubungan dengan mudah.
communication	kb. 1 hubungan, komunikasi. 2 kabar. 3 pengumuman, pemberitahuan. to be in c. with berhubungan dengan. -communications j. sistim perhubungan .
communicative	ks. suka bicara/bercakap-cakap. she's not very c. ia tak suka bercakap-cakap.
communicativeness	kb. sifat suka bercakap-cakap.
communicator	kb. orang/alat penghubung.
communion	kb. 1 komuni. 2 kerukunan. the c. of saints kerukunan umat seagama. 3 hubungan erat. in with nature dalam hubungan erat dengan alam.
communique	kb. kominike, pengumuman resmi.
communism	kb.komunisme.
communist	kb. komunis, anggota partai komunis. -ks. komunis. c. party partai komunis. c. china republik rakyat tiongkok.
communistic	ks. yang bersifat komunis. that trade union c. tendencies serikat buruh itu condong ke aliran komunis.
community	kb. (j. -ties) 1 masyarakat, komunita. 2 persamaan. 3 himpunan.
communize	kkt. menjadikan komunis.
commutation	kb. elec.: penukaran jurusan arus listrik. 2 peringanan. c. of a prison sentence peringanan hukuman penjara.
commute	kkt. merubah, memperingan. his sentence was commuted from death to life imprisonment hukumannya dirubah dari hukuman mati menjadi hukuman seumur hidup. -kki. pulang pergi kerja.
commuter	kb. orang yang pulang pergi setiap hari untuk bekerja.. c. train kereta api yang membawa orang yang pulang pergi kerja.
comp.	(compiler) penyusun.
compact	kb. 1 (ladies') tempat bedak, tas kosmetik. 2 auto.: mobil penumpang yang kecil. -ks. 1 rapi, tersusun rapat. 2 padat. 3 pendek gemuk.
compactness	kb. 1 kepadatan. 2 kebuntakan.
companion	kb. teman, kawan, rekan.
companionable	ks. cocok untuk menjadi teman, peramah. he's quite c. ia baik sekali untuk teman.
companionship	kb. perkawanan, persahabatan. he enjoys the c. of his father dia suka sekali ada didekat ayahnya.
companionway	kb. tangga dari geladak kapal ke kamar-kamar dibawah.
company	kb. (j. -nies) 1 perusahaan, firma, maskapai. 2 kompi. 3 teman-teman, tamu-tamu. 4 rombongan.
comparability	kb. sifat bisa diperbandingkan/disamakan.
comparable	ks. 1 sebanding. 2 dapat di(per)samakan. a small house like this is not c. to a palace rumah kecil seperti ini tak dapat dipersamakan dengan istana. the two matters are not c. kedua hal itu tidak dapat dipersamakan.
comparative	ks. 1 yang bertautan dengan perbandingan. 2 komparatip. -comparatively kk. termasuk, terhitung.
compare	kb. bandingan, tara. -kkt. mem(per)bandingkan. to c. to menyamakan dengan. to c. with menyamai, menyamakan dengan, memperbandingkan.
comparison	kb. 1 (per)bandingan. there's no c. between the two tak ada bandingannya antara kedua itu. 2 pembandingan. the c. of dutch and german is interesting perbandingan antara bahasa belanda dengan bahasa jerman adalah menarik hati.
compartment	kb. 1 kompartemen. 2 kamar tidur, ruang terpisah. to reseve a c. on a train memesan kamar tidur di kereta api. 3 bagian ruangan. the watertight compartments of a ship bagian ruangan kapal yang kedap air.
compartmentalization	kb. pembagian dalam bagian-bagian, penggolongan.
compartmentalize	kkt. mengadakan penggolongan atau pembagian. it is sometimes useful to c. data kadang-kadang berguna untuk mengadakan penggolongan data-data.
compartmentation	kb. cara pembagian ruangan.
compass	kb. 1 kompas, pedoman. 2 jangka (a pair of) compasses jangka. 3 batas (yang wajar). c. saw gergaji kecil untuk membuat lingkaran.
compassion	kb. keharuan, perasaan kasihan/terharu. he tried to arouse her c. ia mencoba membangkitkan rasa kasihannya. she had c. on him ia merasa kasihan kepadanya.
compassionate	ks. 1 sangat merasa kasihan. 2 ingin menghibur orang lain. he was granted c. leave upon the death of his father ia diberi cuti penghibur atas kematian ayahnya.
compatibility	kb. kecocokan, kesesuaian.
compatible	kb. cocok, rukun, harmonis. that boy and girl do not seem to be c. pemuda dan gadis itu nampaknya tidak cocok satu sama lain. these colors are c. warna-warna ini cocok.
compel	kkt. (compelled) 1 memaksa. 2 mendorong. -compelling ks. yang memaksakan.
compendious	ks.ringkas, singkat tapi lengkap. c. volume on law buku ringkas mengenai hukum.
compendium	kb. ikhtisar, ringkasan, singkatan. c. of the federal tax law ikhtisar undang-undang pajak pemerintah pusat.
compensate	kkt. mengganti kerugian. -kki. 1 mengimbangi. 2 mengganti kerugian.
compensation	kb. 1 ganti (kerugian), penggantian. 2 bayaran, upah. 3 kepuasan, rasa puas.
compensatory	ks. sebagai pengganti/ imbangan.
compete	kki. 1 bertanding. 2 bersaing. 3 berlomba.
competence	kb. 1 kecakapan, kemampuan, kompetensi. 2 wewenang. this matter does not lie within his c. hal ini tidak termasuk wewenangnya.
competency	kb. = competence.
competent	ks. cakap, mampu, tangkas. a c. interpreter juru bahasa yang cakap.
competition	kb. 1 persaingan, kongkurensi. unfair c. persaingan yang tak adil. open c. persaingan terbuka. 2 pertandingan, kompetisi. chess c. pertandingan catur.
competitive	ks. 1 berhubungan dengan persaingan, bersifat bersaing, bertanding. c. spirit semangat bertanding yang kuat, semangat bertanding. 2 bersaingan.
competitiveness	kb. daya saing.
competitor	kb. saingan, konkuren.
compilation	kb. himpunan, kompilasi. c. of laws himpunan undang-undang.
compile	kkt. menyusun, mengumpulkan, menghimpun. to c. a dictionary menyusun kamus.
compiler	kb. penyusun, penghimpun.
complacency	kb. (j. -cies) kepuasan dengan diri sendiri.
complacent	ks. puas (dengan diri sendiri). some people tend to be c. about the future beberapa orang rupa-rupanya puas dengan dirinya mengenai hari depan. the c. smile of the victor senyum kepuasan pemenang.
complain	kki. 1 mengeluh. 2 mengadu. -complaining ks. yang mengeluh.
complainant	kb. pengadu, pendakwa.
complainer	kb. pengeluh.
complaint	kb. 1 keluhan. a sore throat is a common c. kerongkongan yang sakit adalah keluhan umum. 2 pengaduan. legitimate c. pengaduan yang sah.
complement	kb. 1 imbangan, pelengkap (sehingga sempurna). 2 awak kapal yang lengkap. ling.: pelengkap (penderita, penyerta, pelaku). -kkt. 1 menyempurnakan, melengkapi, menambah. 2 mengimbangi, melengkapi.
complementary	ks. yang melengkapi, saling mengisi/mengimbangi. their personalities were c. kepribadian mereka saling mengimbangi.
complete	ks. 1 lengkap, sempurna. 2 yang menyeluruh. -kkt. 1 menyelesaikan. 2 melengkapkan. 3 melengkapi, mencapai. 4 mengisi (a form). -completely kk. sama sekali.
completeness	kb. kelengkapan, kesempurnaan, keparipurnaan.
completion	kb. penyelesaian. immediate c. of the task is essential penyelesaian tugas ini dengan segera penting sekali.
complex	kb. 1 kompleks. dormitory c. komleks asrama. 2 kebencian yang tak berdasar.
complexion	kb. 1 corak kulit. beautiful c. kulit yang bagus sekali. 2 corak.
complexity	kb. (j. -ties) keruwetan, kerumitan. the c. of modern machinery keruwetan pada mesin-mesin modern.
compliance	kb. 1 pemenuhan. in c. with your request memenuhi permohonan saudara. 2 kerelaan.
compliant	ks. selalu mengalah/tunduk, rela.
complicate	kkt. menyulitkan, menyukarkan. -complicated ks. rumit (susunan), sulit, ruwet. the watch a c. mechanism arloji adalah suatu pesawat yang rumit susunannya.
complication	kb. 1 kesulitan, komplikasi. 2 rintangan. 3 penyakit, komplikasi.
complicity	kb. (j. -ties) hal terlibat dalam sesuatu, kelibatan, keterlibatan. he was charged with c. in the robbery ia dituduh terlibat didalam perampokan itu.
complied	lih. comply.
complies	lih. comply.
compliment	kb. 1 pujian. 2 salam. -kkt. memberi pujian, mengucapkan selamat.
complimentary	ks. berisi pujian. c. ticket karcis cuma-cuma. she was very c. about our party ia amat memuji-muji pesta kami.
comply	kki. (complied) 1 menuruti. 2 tunduk, patuh. 3 memenuhi, mengikuti. 4 menurut.
component	kb. bagian, komponen. the components of a telephone bagian-bagiab alat telepon. c. parts bagian-bagian (yang membentuk kesatuan), barang-barang pelengkap.
comport	kki. membawakan diri, bersikap, bertingkah laku. a teacher must c. himself with dignity seorang guru harus bersikap dengan kewibawaan.
compose	kkt. 1 menggubah. 2 menyusdun. to c. o.s. menenangkan diri. to be composed of terdiri/tersusun dari. -composed ks. tenang, sabar.
composer	kb. penggubah, pengarang, penyusun.
composite	kb. gabungan, campuran. this language is a c. of many languages bahasa ini adalah gabungan dari banyak bahasa-bahasa. -ks. susunan, gabungan. a c. photo foto susunan/kombinasi.
composition	kb. 1 gubahan (musik), komposisi. 2 karangan. 3 susunan, campuran. what is the c. of this point? bagaimana susunan cat ini?
compost	kb. kompos.
composure	kb. ketenangan, kesabaran. to regain o's c. memperoleh ketenangan kembali.
compote	kb. 1 kompot, piring untuk buah atau gula-gula. 2 kolak buah, buah yang dimasak dalam setrup.
compound	kb. 1 kamp, halaman tertutup. 2 bahan campuran. 3 chem.: senyawa, persenyawaan. -ks. gabungan. -kkt. 1 mempersulit, menambah (o's problems). 2 melipatgandakan (interest). -compounding kb. 1 penyusunan,pembentukan kata gabungan. 2 penggabungan.
comprehend	kkt. 1 memahami, mengerti. some theories are difficult to c. ada teori-teori yang sukar dipahami. 2 terdiri dari, meliputi. indonesia comprehends many islands indonesia terdiri dari banyak pulau.
comprehensible	ks. dapat dipahami. what he writes is hardly c. apa yang ditulisnya hampir-hampir tak dapat dipahami.
comprehension	kb. pengertian, pemahaman. that's beyond my c. hal itu diluar pengertian saya.
comprehensive	ks. luas, meliputi banyak hal. c. examination ujian pengetahuan umum.
comprehensiveness	kb. sifat mencakupi, kelengkapan.
compress	kb. kompres. cold c. kompres dingin, jaram. -kkt. 1 menyingkatkan, meringkaskan. 2 memadatkan, memampatkan. -compressed ks. dikempa, ditekan. c. air udara kempaan/mampat.
compression	kb. tekanan, kempaan, pengempaan,pemampatan, kompresi.
compressor	kb. kompresor, pemampat.
comprise	kkt. terdiri dari. this encyclopedia comprises ten volumes ensiklopedi ini terdiri dari sepuluh jilid.
compromise	kb. kompromi. -ks. yang disetujui bersama. -kkt. membahayakan. -kki. berkompromi. -compromising ks. mencurigakan.
comptometer	kb. mesin hitung (yang dapat menambah, mengurangi, membagi dan mengalikan).
comptroller	kb. pengawas keuangan.
compulsion	kb. paksaan, tekanan, keharusan. under c. dengan paksaan.
compulsive	ks. yang mendorong. she has a c. nature ia mempunyai sifat yang mendorong. -compulsively kk. dengan paksa.
compulsory	ks. wajib, diwajibkan. c. education wajib belajar-sekolah. this subject is c. mata pelajaran ini diwajibkan.
compunction	kb. penyesalan, perasaan menyesal. i have no c. about saying "no" saya tidak menyesal menolak.
computation	kb. perhitungan.
compute	kkt. memperhitungkan. to c. the cost memperhitungkan ongkos-ongkos. -kki. menghitung. it's not easy to c. correctly tidak gampang untuk menghitung dengan tepat.
computer	kb. mesin berhitung, komputer. electronic c. mesin berhitung elekronis.
computerize	kkt. mengkomputerkan.
comrade	kb. kawan, sahabat, saudara. they were comrades in battle mereka kawan seperjuangan.
comradely	ks. bersifat persaudaraan. he made a c. gesture ia memberi isyarat persaudaraan.
comsat	(communications satellite) kb. satelit komunikasi.
con	kb., kk. lawan. -ks yang menipu. -kkt. (conned) mengemudikan. conning tower menara/geladak komando.
con.	(consul) konsul.
concatenation	kb. rentetan, rangkaian, keadaan jalin-menjalin.
concave	ks. lekuk, cekung.
conceal	kkt. menyembunyikan (pistol, kesedihan dsb.). to c. o's movements from menyembunyikan gerak-geriknya dari. concealed weapon senjata sembunyi.
concealment	kb. penyembunyian, persembunyian.
concede	kkt. mengakui, menyerahkan. -kki. menyerah.
conceit	kb. kecongkakan, kesombongan.
conceited	ks. congkak, sombong, angkuh.
conceivable	ks. 1 mungkin. 2 yang dapat dipikirkan. -conceivably kk. menurut pikiran.
conceive	kkt. 1 menyusun. 2 memahami. 3 menaruh, mengandung. -kki. 1 menjadi hamil. 2 membayangkan.
concentrate	kb. sari, intisari. -kkt. 1 menghimpun(kan), memusatkan. 2 membersihkan. -kki.memusatkan pikiran. -concentrated ks. 1 pekat, padat. 2 yang dipusatkan.
concentration	kb. pemusatan, konsentrasi. c. of forces pemusatan kekuatan. c. on o's studies memusatkan diri pada pelajaran.
concentric	ks. konsentris. c. circle lingkaran konsentrasi.
concept	kb. 1 konsep(si), buram, bagan, rencana. 2 pengertian. new concepts appear every day pengertian-pengertian baru timbul tiap-tiap hari.
conception	kb. gambaran. 2 penghamilan, pembuahan. the act of c. may take place at any time among human beings perbuatan penghamilan pada manusia bisa terjadi setiap waktu.
conceptual	ks. yang berhubungan dengan konsepsi/pengertian.
concern	kb. 1 perhatian, keprihatinan. 2 firma, perusahaan. 3 soal, urusan. -kkt. menyangkut, mengenai, penting bagi. -concerned ks. kuatir, gelisah, prihatin, risau. -concerning kd. mengenai.
concert	kb. konser. c. hall ruang konser.
concerted	ks. yang diselenggarakan dengan persetujuan bersama.
concerto	kb. komposisi musik yang dimainkan oleh biola, piano, dsb bersama-sama orkes.
concession	kb. 1 kelonggaran. 2 konsesi. mining c. konsesi pertambangan.
concessionaire	kb. pemegang izin. a cabaret c. must pay an entertainment tax pemegang ijin kabaret harus membayar pajak hiburan.
concessive	ks. mengjzinkan, (mudah) menyerah.
conch	kb. (kulit) kerang, keong/siput besar.
conciliate	kkt. mendamaikan. to c. a dispute mendamaikan perselisihan.
conciliation	kb. tindakan mendamaikan. c. board dewan pendamai.
conciliatory	ks. bersifat mendamaikan. to take a c. attitude in the dispute bersikap mendamaikan dalam pertikaian itu.
concise	ks. 1 ringkas, singkat. c. report laporan ringkas. 2 kecil, ringkas. c. dictionary kamus kecil.
conciseness	kb. keringkasan yang padat isinya.
conclave	kb. pertemuan pribadi.
conclude	kkt. 1 menutup, mengakhiri. 2 menandatangani. 3 menyimpulkan. -kki. menarik kesimpulan, berpendapat.
conclusion	kb. 1 kesimpulan. 2 akhir. 3 wasana kata.
conclusive	ks. meyakinkan, menentukan. the evidence in the case is c. bukti dalam perkara itu meyakinkan.
concoct	kkt. membuat (a drink, a lie).
concoction	kb. campuran, buatan yang orisinil, ramuan.
concomitant	kb. hal yang bersamaan. -ks. cocok, seiring(an) dengan . c. with his abitlty cocok dengan kemampuannya.
concord	kb. 1 kerukunan, harmoni, kedamaian. 2 gram.: persesuaian.
concordance	kb. indeks, daftar kata yang disusun secara alfabetis dengan menunjuk ke halaman-halaman buku.
concourse	kb. 1 tempat terbuka di stasiun. 2 kumpulan orang banyak.
concrete	kb. beton. c. base dasar/fondasi beton. c. slab pelat beton. -ks. konkrit. c. example contoh yang kongkrit.
concubine	kb. gundik, kendak, gendak, selir.
concur	kki. (concurred) setuju i c. in your last statement saya setuju dengan pernyataanmu yang terakhir.
